Prezime,Ime,OIB,MBG,OI,Adresa,Mjesto,Pbroj,Adr_rac,Tel,Mob,Mail,OMM,TM,OMM_adresa,OMM_Pbroj,OMM_mjesto,PROIZVOD,Dana,Agent
Sever,Matej,74566423153,,500246533,Heinzelova 77,Brezovica,10257,,,+385914812813,,6665775147,BIJELI,,,,IDEAL,3/16/2017,005
Matijević,Ana,58682966450,,,Ulica Bartola Kašića 20,Ivanja Reka,10373,,+3851252276,,,6437117023,BIJELI,,,,IDEAL,2/27/2017,005
Nikolić,Ana,74080572381,7118828753763,,Amruševa 19,Kašina,10362,,+3851494100,,Ana.Nikolic@gmail.com,2543731395,BIJELI,,,,KLASIK,1/19/2017,005
Vučković,Iva,30226871670,6929324280264,806591936,Boškovićeva 95,Brezovica,10257,,+3851918846,,Iva.Vuckovic@gmail.com,8689431281,BIJELI,,,,KLASIK,3/26/2017,001
Erceg,Mia,94314525923,5607869365278,876007619,Runjaninova 83,Sesvete,10360,"Petrićeva 92, 10361 Sesvete-Kraljevec",+3851324404,+385911398479,,9252437755,BIJELI,,,,KLASIK,4/30/2017,003
Stojanović,Marta,89299850597,,,Ulica kneza Trpimira 13,Belovar,10363,"Zvonimirova 60, 10253 Donji Dragonožec",+3851660500,,Marta.Stojanovic@gmail.com,6046118026,BIJELI,,,,IDEAL,3/15/2017,002
Jović,Leon,77450621662,1969007669288,,Marulićev trg 34,Donji Dragonožec,10253,,,+385919084047,,9668029661,BIJELI,,,,BONUS,1/18/2017,002
Ivanović,Mia,91751215847,,,Crvenog križa 49,Zagreb,10000,"Trg Petra Preradovića 20, 10361 Sesvete-Kraljevec",+3851861549,,,5522890048,BIJELI,,,,IDEAL,4/11/2017,004
Dujmović,David,59554972499,,,Kumičićeva 7,Kašina,10362,"Jukićeva 75, 10362 Kašina",+3851548497,+385919218714,,7672759618,BIJELI,Babukićeva 80,10362,Kašina,IDEAL,1/11/2017,003
Pavičić,Ivano,53219394065,2689455969948,,Dolac 23,Sesvete-Kraljevec,10361,"Dolac 3, 10360 Sesvete",+3851695903,,,6149158324,BIJELI,,,,IDEAL,4/8/2017,004
Lukić,Lucija,78725450072,9796879374236,,Rudolfa Matza 62,Brezovica,10257,,,+385998544361,Lucija.Lukic@yahoo.com,2317321458,BIJELI,,,,IDEAL,3/11/2017,003
Špoljarić,Ema,71897954715,,860167163,Žigrovićeva 98,Zagreb-Novi Zagreb,10020,"Kašinska cesta 12, 10000 Zagreb",,+385916213956,,8754213722,BIJELI,,,,IDEAL,1/2/2017,004
Baričević,Ivan,23239855735,,,Žerjavićeva 67,Sesvete,10360,,,+385997535176,,4225146688,BIJELI,,,,IDEAL,4/26/2017,004
Lončarić,Ivano,74543318834,,,Krajiška 66,Zagreb-Novi Zagreb,10020,,,+385919908594,,9452637756,BIJELI,Mažuranićev trg 98,10363,Belovar,BONUS,1/3/2017,005
Bašić,Lucija,94172152599,7192989241959,256279385,Bauerova 100,Sesvete-Kraljevec,10361,,,+385911311579,,1606560957,BIJELI,,,,BONUS,3/25/2017,005
Špoljarić,Lucija,69907118158,,985394715,Plemićeva 73,Donji Dragonožec,10253,,+3851384610,,,9402219068,BIJELI,,,,IDEAL,3/9/2017,004
Tadić,Iva,21451235773,8797501645200,,Medulićeva 11,Ivanja Reka,10373,"Splavnica 27, 10362 Kašina",+3851250814,,Iva.Tadic@yahoo.com,6058241842,PLAVI,,,,IDEAL,4/1/2017,005
Mandić,David,19129184794,3477201137984,946102710,Trg bana J. Jelačića 26,Zagreb,10000,"Nodilova 29, 10361 Sesvete-Kraljevec",,+385911258929,,3288486420,CRVENI,,,,IDEAL,3/14/2017,002
Burić,Petar,52463624678,,,Starčevićev trg 63,Sesvete-Kraljevec,10361,,+3851466956,+385914383712,Petar.Buric@yahoo.com,3812738425,CRVENI,,,,IDEAL,4/8/2017,001
Galić,Iva,34048361889,9232083655880,956566435,Preobraženska 78,Zagreb-Sloboština,10010,"Kvaternikov trg 27, 10020 Zagreb-Novi Zagreb",,+385998557527,,8402424670,BIJELI,Dalmatinska 52,10362,Kašina,IDEAL,1/30/2017,003
Lukić,Miroslav,73948009304,6541867427876,,Ulica kralja Držislava 36,Donji Dragonožec,10253,,+3851874353,,Miroslav.Lukic@hotmail.com,5955387390,PLAVI,,,,KLASIK,1/2/2017,005
